2015-08-27 00:04:00,5,57,22.7,87,19.2,1015.3,0.7,2.0,270,362.7,0
2015-08-27 00:09:00,5,57,22.7,86,19.4,1015.2,1.4,2.7,90,362.7,0
2015-08-27 00:14:00,5,57,22.7,86,19.5,1015.1,0.7,2.7,112,362.7,0
2015-08-27 00:19:00,5,57,22.7,85,19.6,1015.0,0.7,2.7,315,362.7,0
2015-08-27 00:24:00,5,57,22.7,85,19.7,1015.0,1.4,2.4,180,362.7,0
2015-08-27 00:29:00,5,57,22.7,85,19.8,1015.1,1.4,2.7,90,362.7,0
2015-08-27 00:34:00,5,57,22.7,84,19.8,1015.0,0.7,2.7,45,362.7,0
2015-08-27 00:39:00,5,57,22.7,84,19.9,1015.0,1.0,3.7,135,362.7,0
2015-08-27 00:44:00,5,57,22.7,84,19.9,1014.9,2.0,4.1,270,362.7,0
2015-08-27 00:49:00,5,57,22.6,84,19.9,1014.7,1.7,4.1,360,362.7,0
2015-08-27 00:54:00,5,57,22.6,84,19.9,1014.8,1.4,4.1,90,362.7,0
2015-08-27 00:59:00,5,57,22.6,85,19.9,1014.9,1.7,4.1,360,362.7,0
2015-08-27 01:04:00,5,57,22.6,84,19.9,1015.0,0.7,4.1,180,362.7,0
2015-08-27 01:09:00,5,57,22.6,85,19.8,1014.9,1.7,4.1,112,362.7,0
2015-08-27 01:14:00,5,57,22.6,85,19.8,1014.8,1.0,3.7,180,362.7,0
2015-08-27 01:19:00,5,57,22.6,86,19.8,1014.6,1.4,3.7,90,362.7,0
2015-08-27 01:24:00,5,57,22.6,86,19.7,1014.7,0.7,3.1,112,362.7,0
2015-08-27 01:29:00,5,57,22.6,86,19.7,1014.7,1.7,3.1,135,362.7,0
2015-08-27 01:34:00,5,57,22.6,87,19.6,1014.4,1.4,3.4,90,362.7,0
2015-08-27 01:39:00,5,57,22.6,87,19.5,1014.6,0.7,3.4,90,362.7,0
2015-08-27 01:44:00,5,57,22.6,87,19.5,1014.5,2.0,3.4,135,362.7,0
2015-08-27 01:49:00,5,57,22.6,87,19.5,1014.6,1.4,3.4,90,362.7,0
2015-08-27 01:54:00,5,57,22.5,87,19.5,1014.5,2.0,3.7,360,362.7,0
2015-08-27 01:59:00,5,57,22.5,87,19.4,1014.6,0.7,3.7,45,362.7,0
2015-08-27 02:04:00,5,57,22.5,87,19.4,1014.5,0.7,3.7,315,362.7,0
2015-08-27 02:09:00,5,57,22.5,87,19.4,1014.5,1.7,3.7,315,362.7,0
2015-08-27 02:14:00,5,57,22.5,87,19.5,1014.3,1.4,3.7,360,362.7,0
2015-08-27 02:19:00,5,57,22.5,86,19.6,1014.2,1.0,3.7,135,362.7,0
2015-08-27 02:24:00,5,57,22.5,86,19.6,1014.1,1.7,3.7,68,362.7,0
2015-08-27 02:29:00,5,57,22.5,86,19.6,1014.1,1.7,4.1,135,362.7,0
2015-08-27 02:34:00,5,57,22.5,85,19.7,1014.0,1.4,4.4,68,362.7,0
2015-08-27 02:39:00,5,57,22.5,84,19.8,1014.1,1.0,4.4,135,362.7,0
2015-08-27 02:44:00,5,57,22.5,84,19.8,1013.9,1.4,4.4,90,362.7,0
2015-08-27 02:49:00,5,57,22.5,84,19.8,1013.9,1.4,3.1,90,362.7,0
2015-08-27 02:54:00,5,57,22.4,85,19.7,1013.8,1.4,3.1,90,362.7,0
2015-08-27 02:59:00,5,57,22.5,85,19.7,1013.9,0.7,3.1,315,362.7,0
2015-08-27 03:04:00,5,57,22.4,85,19.7,1013.8,0.7,3.1,68,362.7,0
2015-08-27 03:09:00,5,57,22.4,85,19.5,1013.7,1.0,2.4,135,362.7,0
2015-08-27 03:14:00,5,57,22.4,85,19.5,1013.6,1.4,2.4,135,362.7,0
2015-08-27 03:19:00,5,57,22.4,86,19.4,1013.6,1.0,2.4,45,362.7,0
2015-08-27 03:24:00,5,57,22.4,86,19.3,1013.4,2.4,4.8,68,362.7,0
2015-08-27 03:29:00,5,57,22.4,86,19.3,1013.4,1.7,4.8,360,362.7,0
2015-08-27 03:34:00,5,57,22.4,86,19.2,1013.5,1.0,4.8,90,362.7,0
2015-08-27 03:39:00,5,57,22.4,86,19.1,1013.4,1.0,3.4,158,362.7,0
2015-08-27 03:44:00,5,57,22.4,87,19.1,1013.1,1.0,2.4,135,362.7,0
2015-08-27 03:49:00,5,57,22.4,87,19.0,1013.2,0.7,2.0,315,362.7,0
2015-08-27 03:54:00,5,57,22.4,87,18.9,1013.2,1.0,3.1,135,362.7,0
2015-08-27 03:59:00,5,57,22.4,87,18.9,1013.2,1.4,3.1,45,362.7,0
2015-08-27 04:04:00,5,57,22.4,87,18.9,1013.1,2.0,3.4,90,362.7,0
2015-08-27 04:09:00,5,57,22.4,87,19.0,1013.1,1.0,3.4,45,362.7,0
2015-08-27 04:14:00,5,57,22.3,87,19.1,1013.1,0.7,3.4,135,362.7,0
2015-08-27 04:19:00,5,57,22.3,86,19.3,1013.1,1.4,3.4,90,362.7,0
